file_path,label,entropy,num_fonts,num_suspicious_js,num_hex_patterns
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/1436_00.pdf,0,7.858023210389113,32,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/65fr19025.pdf,0,7.487964883983811,10,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/02eounrel.pdf,0,7.7873070514171,127,1,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/02frrltr.pdf,0,7.095019228650169,106,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/02govbnd.pdf,0,7.657284558636878,123,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/02solp.pdf,0,7.96382936262252,219,1,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/030.pdf,0,7.754426286538352,5,1,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/031mandelson.pdf,0,6.173467950563844,4,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/032.pdf,0,7.73241731821642,0,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/033.pdf,0,7.159538662888616,8,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/036.pdf,0,7.351013677670786,5,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/03herman.pdf,0,7.520886647495179,41,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041.pdf,0,6.472772531708908,0,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041211-arl-ala-reply-comments.pdf,0,7.9748005190512306,25,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041211-MLA.pdf,0,7.766099099036818,29,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041211-society-of-american-archivists.pdf,0,7.948853967158016,11,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041411jgregg-gautereaux.pdf,0,7.879035827393039,8,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041411riaa-aaim.pdf,0,7.951259361961413,9,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041412arsc.pdf,0,7.767583219237175,70,1,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041413nab.pdf,0,7.845403316738264,20,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041413patrick-loughney.pdf,0,7.900133414508737,11,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041413sirius-xm-radio.pdf,0,7.645980189188493,37,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042301f.pdf,0,7.276086339052551,47,1,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042302f.pdf,0,7.419504634741339,11,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042303f.pdf,0,7.101322155611046,16,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042304f.pdf,0,7.861240526473846,15,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042305f.pdf,0,7.3880766983141655,17,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042306f.pdf,0,7.349883801519559,37,1,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042307f.pdf,0,6.9337507134694345,10,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042308f.pdf,0,7.2530626837585706,34,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042901f.pdf,0,7.661584276580454,36,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042902f.pdf,0,7.224537877757781,12,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042903f.pdf,0,7.618075454671852,21,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/043.pdf,0,7.670184269391573,17,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/043101f.pdf,0,7.720025671447584,10,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/043102f.pdf,0,7.350923283843852,37,1,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/043103f.pdf,0,7.693016682214532,10,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/044102f.pdf,0,7.790573181712272,14,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/044103f.pdf,0,7.681977813524098,13,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/045time_warner.pdf,0,7.4304229345633885,11,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/04alm.pdf,0,7.92223506016918,32,0,1
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/04dubin.pdf,0,7.910031944891549,94,0,1
