file_path,label
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/1436_00.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/65fr19025.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/02eounrel.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/02frrltr.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/02govbnd.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/02solp.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/030.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/031mandelson.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/032.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/033.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/036.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/03herman.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041211-arl-ala-reply-comments.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041211-MLA.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041211-society-of-american-archivists.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041411jgregg-gautereaux.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041411riaa-aaim.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041412arsc.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041413nab.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041413patrick-loughney.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041413sirius-xm-radio.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042301f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042302f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042303f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042304f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042305f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042306f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042307f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042308f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042901f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042902f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/042903f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/043.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/043101f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/043102f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/043103f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/044102f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/044103f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/045time_warner.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/04alm.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/04dubin.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/04fidart.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/04finkelstein.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/04ludasa.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/04spintr.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/050201f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/050202f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/050203f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/050societyaa.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/051001f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/051801f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/051802f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/051nfais.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/052005-lore.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/055.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/055201f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/055202f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/055203f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/056arromdee.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/058hull.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/059siia.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/05co1120sfigb.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/05co1120sfige.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/05co1120sfigf.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/05eonta.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/05lohmann.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/060901f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/060902f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/061701f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/061702f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/061703f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/062201f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/041413future-music-coalition.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/044101f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/052501f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/062701f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/072005-lore.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/07cofigbs.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/082801f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/08pareturnsnap.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/093801f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/100502f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/106hallpbs.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/11382f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/11eofallbulteorg.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/12-0032.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/121202f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/1233031.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/062801f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/064301f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/064401f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/064601f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/064602f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/065101f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/069.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/069hull_gorden.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/06cofigbs.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/06cofiges.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/06cofigfs.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/06itcorptaxsnap.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/06weisman.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/070401f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/071701f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/071702f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/071801f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/072.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/072101f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/072501f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/072502f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/072perlman.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/073.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/073301f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/073801f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/073802f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/073oram_cpsr.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/074401f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/0745018.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/074hoy_dvdcca.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/075001f.pdf,0
/home/farhad/Desktop/data/datasets/smal-cic-pdf-malware/Benign/Ben01/075201f.pdf,0
